item_id	citation	title	authority_tier	validity	validity_note	version_id	lang	source_url	retrieved	media_type	bytes	sha256
CCR-11-7024	11 CCR § 7024	Requests to Know.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	8176	fcf0272ed86112061663eaf02172efa96c62f38f7d4b05b4d623219bc622a995
CCR-11-7024@2023	11 CCR § 7024 (2023 text)	Requests to Know.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	7719	8100fb89fad19d65c027f3e0392216798599d64a5d7ea2554db480551c7c91d7
CCR-11-7025	11 CCR § 7025	Opt-out Preference Signals.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	15835	127d34dbad4430b095a01c8eb70d70dbbf182b1fb8189082dd5f1b0ba8ffd71d
CCR-11-7025@2023	11 CCR § 7025 (2023 text)	Opt-out Preference Signals.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	15422	9057c6ed6727e3bf487f7eb8ba19502c6107044da6df4ae40fc04909a5731f3e
CCR-11-7026	11 CCR § 7026	Requests to Opt-out of Sale/Sharing.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	8596	b6ad3efb452f45d68befe6f5ebb3daaaec4612030cd8d8d125beb9f2a8f13188
CCR-11-7026@2023	11 CCR § 7026 (2023 text)	Requests to Opt-Oout of Sale/Sharing.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	10620	22c8e32f1cf8d70f028e7c13163e287a48c5d0875b8022c016a44f9769926eb0
CCR-11-7027	11 CCR § 7027	Requests to Limit Use and Disclosure of Sensitive Personal Information.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	11658	9258ea5d8fa195ebcc303a30614b4cb02e443adeec3a0e942bbf559919391e24
CCR-11-7027@2023	11 CCR § 7027 (2023 text)	Requests to Limit Use and Disclosure of Sensitive Personal Information.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	10854	23287103048886c83fb619c35b7b5e46a0ec941a1e6195b7ef5d602841495a11
CCR-11-7028	11 CCR § 7028	Requests to Opt-in After Opting-out of the Sale or Sharing of Personal Information or Limiting the Use and Disclosure of Sensitive Personal Information.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	1912	9c5658fe219bb24a8e7d61648b71c89ad9d4d771d193a44398c3b5268a2ffd07
CCR-11-7028@2023	11 CCR § 7028 (2023 text)	Requests to Opt-Iin After Opting-Oout of the Sale or Sharing of Personal Information.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	2654	ea80d1996e2efca93969779652c9d1cfafaec15951777d60e2f7420787e057c3
CCR-11-7050	11 CCR § 7050	Service Providers and Contractors.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	7114	ef4c653cf5c029c8fb63907d0f9e6990deb2b367f8f6fdc2d18ff297bfa327f2
CCR-11-7050@2023	11 CCR § 7050 (2023 text)	§ 7051. Service Providers and Contractors.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	7219	ee0568b0c037b8164a6879524a0b88856a3f44be9521055c362df2896a86648d
CCR-11-7051	11 CCR § 7051	Contract Requirements for Service Providers and Contractors.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	6158	320e1cb9d6a68c8f18ef9b480bb7eb7c281b2e66ae10cac072f6394ba5e6c2d5
CCR-11-7051@2023	11 CCR § 7051 (2023 text)	Contract Requirements for Service Providers and Contractors.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	5843	30382a1b908b64e97d695509a391fd38b19c82db6551e782bcd3beb151d27931
CCR-11-7052	11 CCR § 7052	Third Parties.	delegated	in-force		CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	731	362f3c4597e2e7d3bb47a5ef264d7a2f840a6289dc8eb46170f39523a2083aaf
CCR-11-7053	11 CCR § 7053	Contract Requirements for Third Parties.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	3495	c1d3455e2da0d4906ee3fba6015fcfcef60b1b45bca2307d610760899df2a73c
CCR-11-7053@2023	11 CCR § 7053 (2023 text)	Contract Requirements for Third Parties.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	3490	4cd611ba50b2f85fe3604bf8d4a5bcdd2841589bbcc73ca5dd32ab9a86cc79af
CCR-11-7060	11 CCR § 7060	General Rules Regarding Verification.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	4723	73b768ef57498e03a85cf9585b71db183c11bd10fb94a8ba553baa55bde55713
CCR-11-7060@2023	11 CCR § 7060 (2023 text)	General Rules Regarding Verification.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	4538	5da4abf949bef615429f339f85878d8c28a46dfeb8b7e4ef6963e48a0abdac21
CCR-11-7061	11 CCR § 7061	Verification for Password-Protected Accounts.	delegated	in-force		CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	1185	f3dba083d17d6ee9f8e47bfedb704ce65e73648bdb5b386d9fb9f5e4bd4f7877
CCR-11-7062	11 CCR § 7062	Verification for Non-Accountholders.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	4652	8da532c7e167e19a6cdf4153fbfec181cf2bbac6f79cc6083225a02849f12037
CCR-11-7062@2023	11 CCR § 7062 (2023 text)	Verification for Non-Accountholders.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	4588	36d3d367ad0952f8b6ee0268fa9d6e1edaad605edaf2cf90692fc2621f5c0ace
CCR-11-7063	11 CCR § 7063	Authorized Agents.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	1533	5697f37450a60a2fed13d387b2637d9171529d01491323a805e6db65486675c6
CCR-11-7063@2023	11 CCR § 7063 (2023 text)	Authorized Agents.	delegated	amended	Superseded 2026-01-01 by the CCPA Updates, Cyber, Risk, ADMT and Insurance Regulations (OAL 2025-0808-04). Retained as the text in force from 2023-03-29 to 2025-12-31.	CPPA-final-regs-2023-03-29	eng	https://cppa.ca.gov/regulations/pdf/20230329_final_regs_text.pdf	2026-08-01	application/pdf	1433	0f6ca3a1110db9ec5b53765b2bd58f6870b8836a2c78a96ad25b27101914b3bc
CCR-11-7070	11 CCR § 7070	Consumers Less Than 13 Years of Age.	delegated	in-force		CPPA-approved-text-2025-09-22-eff-2026-01-01	eng	https://cppa.ca.gov/regulations/pdf/ccpa_updates_cyber_risk_admt_appr_text.pdf	2026-08-01	application/pdf	2511	105668a11dffe479a162a7ed388e81c53e56c391effe3d31b71d6db415de7269
